0.067755,3456.7762,2164.0291,0.7798,0.058137,0.98883,0.20284,0.97093,0.022525,0.020356,0.01894,0.01738,0.016425,0.014688,72.6634,54.4968,54.5064,benign
0.26349,154.5992,13.0842,0.99641,0.088479,0.98113,0.35459,0.95577,0.018726,0.018069,0.018139,0.016441,0.016765,0.01596,114.9208,77.144,56.6203,benign
0.69684,549.6274,32.8405,0.99821,0.02932,0.9937,0.4776,0.98536,0.0097656,0.0082079,0.0074211,0.0076629,0.0070984,0.0069185,88.2369,37.4487,30.5687,benign
0.41065,476.9155,55.8576,0.99312,0.047345,0.99263,0.15764,0.97638,0.0098937,0.0087149,0.0082247,0.0078811,0.0079312,0.0083348,95.6589,68.3929,51.89,benign
0.6351,327.3114,56.1902,0.98515,0.037101,0.98238,0.34358,0.98146,0.014828,0.011577,0.0093747,0.0084338,0.0069453,0.0055621,118.8788,52.3795,34.9263,benign
0.87018,380.7431,76.772,0.97946,0.049528,0.99179,0.21795,0.97525,0.011291,0.0091567,0.0077312,0.0079637,0.007018,0.006865,32.2078,26.3113,42.9289,benign
0.24216,61.5398,39.3286,0.76914,0.034804,0.97215,0.42724,0.98261,0.006411,0.0048691,0.0043644,0.0049193,0.0047633,0.0055969,169.4354,72.5727,53.6199,benign
0.12675,90.0461,42.0008,0.88455,0.033709,0.98692,0.24751,0.98316,0.0084888,0.0076293,0.0071194,0.0077849,0.0073595,0.0079898,171.813,80.6011,64.7197,benign
0.33552,1713.5262,17.9177,0.99995,0.057925,0.98487,0.25791,0.97104,0.016421,0.01026,0.0076439,0.0070437,0.0056859,0.004587,117.1953,35.1475,21.7982,benign
0.61472,103.789,10.8181,0.99455,0.040082,0.99035,0.47492,0.98004,0.02656,0.019147,0.014561,0.01526,0.012082,0.010448,51.963,35.8096,26.6769,benign
0.037263,118.4417,15.7845,0.99108,0.062182,0.97042,0.39347,0.96892,0.023222,0.021523,0.021522,0.020902,0.021993,0.023338,101.9059,74.4004,66.9183,benign
0.69123,125.0052,14.0666,0.99365,0.06387,0.97652,0.34324,0.96809,0.015567,0.015378,0.015748,0.015323,0.01605,0.016771,96.1962,71.8113,63.2995,benign
0.69071,95.9489,49.3333,0.85769,0.039897,0.99474,0.28437,0.98008,0.017402,0.014997,0.01348,0.012888,0.012195,0.011997,97.8337,64.4958,43.3951,benign
0.59216,68.5879,39.625,0.81623,0.037,0.99501,0.21402,0.98152,0.010081,0.0090683,0.008618,0.0080266,0.0078189,0.0076275,114.0744,70.5682,46.9516,benign
0.13462,232.2324,192.1286,0.56174,0.031668,0.98489,0.27047,0.98417,0.0068941,0.0059865,0.0054122,0.0061841,0.0056029,0.0059771,174.6603,86.0323,59.2663,benign
0.25672,48.8612,32.5861,0.74514,0.056561,0.94853,0.40414,0.97174,0.0078234,0.0066043,0.0059927,0.0068372,0.0063242,0.0070034,174.4448,80.7835,53.4085,benign
0.45151,38.4673,25.26,0.75419,0.043524,0.96824,0.44052,0.97825,0.011639,0.009619,0.0083216,0.0087537,0.0076786,0.0073806,151.6498,69.2679,47.9135,benign
0.3798,40.2599,25.1668,0.78054,0.063455,0.98705,0.23285,0.96828,0.013637,0.011491,0.010337,0.0092387,0.008694,0.0081616,101.3146,64.8534,47.9234,benign
0.41009,91.5121,48.7089,0.84658,0.032171,0.99258,0.24431,0.98392,0.010774,0.0077639,0.0059881,0.0049439,0.0041871,0.0035181,92.3328,39.9415,38.9032,benign
0.53542,2072.0305,1865.6591,0.43506,0.038309,0.98451,0.38396,0.98085,0.014495,0.013324,0.012453,0.011519,0.010865,0.0096639,125.9026,61.1695,42.2581,benign
0.14914,37.5975,24.0018,0.76972,0.028808,0.99207,0.1995,0.98561,0.013062,0.0086734,0.0063558,0.0072852,0.005489,0.005099,152.143,58.3173,39.3962,benign
0.46395,38.805,25.7805,0.74741,0.052753,0.98339,0.26023,0.97363,0.017516,0.013654,0.01119,0.011758,0.0097725,0.0088501,109.109,61.7716,44.9654,benign
0.13391,7013.5654,4674.2568,0.74554,0.045883,0.993,0.167,0.97707,0.01048,0.0073445,0.0064527,0.0073557,0.0071871,0.0085607,68.7094,34.85,32.6713,benign
0.20832,76.6307,41.1638,0.84347,0.055286,0.98297,0.21284,0.97237,0.012414,0.0098428,0.009322,0.010156,0.0094576,0.009896,162.6287,110.1391,86.6874,malignant
0.051195,5333.209,4347.9819,0.57909,0.063045,0.98466,0.17061,0.96848,0.0083169,0.0066109,0.0057832,0.0059761,0.0055574,0.0062127,117.0586,50.9453,44.6349,benign
0.15728,2596.8222,340.9283,0.99134,0.036456,0.98916,0.19833,0.98178,0.010282,0.0090356,0.0083596,0.0086408,0.0080556,0.008126,151.6707,85.5532,55.7454,benign
0.052886,557.7855,147.0448,0.96463,0.0408,0.98981,0.18723,0.9796,0.0064798,0.0065294,0.00712,0.0062541,0.0070682,0.0073216,113.4134,54.6815,40.7266,benign
0.66368,87.6365,45.28,0.85618,0.045792,0.98446,0.33045,0.97711,0.021843,0.017751,0.014961,0.014528,0.012544,0.011043,110.3608,66.2396,41.3366,benign
0.69223,441.2716,48.3361,0.99398,0.030961,0.98403,0.35976,0.98453,0.0095285,0.0065795,0.0049825,0.0065694,0.0047554,0.0051273,140.472,50.1039,27.0855,benign
0.1843,5298.9082,4063.4927,0.64182,0.064326,0.98832,0.16292,0.96785,0.0093035,0.0091897,0.009634,0.009386,0.0099566,0.010549,134.8456,91.255,65.699,malignant
0.3954,74.5173,40.4091,0.8402,0.056538,0.98581,0.41137,0.97175,0.023947,0.022712,0.022118,0.017652,0.017595,0.014485,105.969,66.4039,43.5517,benign
0.36503,113.7763,15.0294,0.99124,0.04281,0.99467,0.18966,0.97863,0.011703,0.010895,0.010783,0.010682,0.010908,0.011596,159.6211,87.9623,75.0768,benign
0.35717,87.8886,43.3662,0.86979,0.080716,0.98466,0.24181,0.95966,0.023189,0.018968,0.015906,0.015235,0.012945,0.010844,111.5683,70.3259,55.9795,benign
0.55999,84.8569,46.8774,0.83356,0.064039,0.99509,0.15678,0.96802,0.012794,0.011536,0.011051,0.0093095,0.0091262,0.0076852,92.6996,39.7464,32.4378,benign
0.23229,1080.153,108.4437,0.99495,0.062402,0.98904,0.27226,0.96882,0.0095449,0.0087402,0.0083191,0.0075124,0.0073452,0.0067862,107.3762,54.7135,40.5345,benign
0.39098,120.6773,55.6629,0.88727,0.042198,0.99096,0.19861,0.97893,0.0068402,0.0062607,0.0060898,0.0066446,0.0066356,0.0075233,155.7872,91.7118,66.7526,benign
0.42816,6645.2368,4024.4533,0.79576,0.048139,0.9932,0.1574,0.97594,0.012259,0.011959,0.012083,0.010837,0.011148,0.010599,103.0208,60.9775,47.4258,benign
0.2285,4856.0147,3222.3934,0.7481,0.045158,0.9918,0.16637,0.97743,0.012049,0.012308,0.013063,0.011198,0.012283,0.011985,142.1019,64.0181,52.8679,benign
0.3286,30.0464,29.0244,0.25859,0.054857,0.98128,0.2384,0.97258,0.010597,0.0071517,0.0055296,0.0061308,0.0052059,0.0055176,119.9939,67.9894,51.031,benign
0.55117,61.0397,35.5652,0.81272,0.060202,0.98387,0.39387,0.96991,0.017425,0.011982,0.008833,0.0093607,0.007205,0.00622,66.0377,43.6646,38.0719,benign
0.05826,5176.4039,3282.2471,0.77327,0.057631,0.99204,0.15662,0.97119,0.014578,0.012986,0.012789,0.011427,0.011914,0.011575,95.7966,51.4567,40.7298,benign
0.11951,6097.8712,4751.9873,0.62667,0.06826,0.9806,0.1897,0.96587,0.011166,0.0078046,0.0074658,0.0074097,0.0079551,0.00911,160.5703,100.4799,88.8608,benign
0.66342,38.2761,24.1734,0.77533,0.029997,0.98738,0.67706,0.985,0.017429,0.012714,0.0097007,0.010031,0.0077892,0.0063691,92.9746,30.949,22.3592,benign
0.32928,119.9712,40.5266,0.94122,0.053449,0.98232,0.39,0.97328,0.01254,0.012455,0.014809,0.0085249,0.011163,0.0089447,123.9216,62.2632,71.7972,benign
0.68963,90.733,29.7463,0.94473,0.072486,0.97738,0.27508,0.96379,0.012715,0.0103,0.011146,0.0078467,0.010013,0.0097537,127.4712,93.4117,80.5359,benign
0.2976,3874.2669,2456.0264,0.77339,0.071978,0.97116,0.26973,0.96402,0.0074954,0.0068428,0.0065061,0.0056445,0.0054554,0.0048843,156.3877,66.9714,40.6395,benign
0.32332,42.4203,26.5754,0.77944,0.045372,0.98979,0.29856,0.97731,0.013873,0.014356,0.015309,0.012324,0.013359,0.011928,127.7013,65.5919,45.986,benign
0.49812,2765.8775,1467.8196,0.84757,0.026485,0.99216,0.53672,0.98676,0.018119,0.011511,0.0079274,0.0089644,0.0063783,0.005288,81.9167,25.3931,17.9177,malignant
0.23928,53.341,24.478,0.88849,0.039444,0.99524,0.16429,0.98029,0.020316,0.019282,0.018732,0.01595,0.015744,0.01353,116.4968,62.6682,49.0143,benign
0.4916,50.7711,28.0247,0.83386,0.044785,0.98698,0.31948,0.97762,0.017402,0.013344,0.010662,0.010763,0.0087995,0.0076545,79.9527,47.9531,49.3508,benign
0.48595,3993.1578,3313.0494,0.55824,0.033736,0.99251,0.26943,0.98314,0.0061347,0.0053904,0.0049687,0.0040465,0.0038891,0.0033721,131.4962,48.8957,30.5452,benign
0.062858,56.3808,26.4234,0.88338,0.035608,0.99047,0.26209,0.9822,0.014039,0.011142,0.0095911,0.0084941,0.0078372,0.0069605,114.7173,49.8217,38.8032,malignant
0.9057,1236.2201,1101.227,0.45439,0.031449,0.97688,0.60464,0.98428,0.018226,0.014148,0.011425,0.0097873,0.0083519,0.0067145,79.1394,37.5599,56.5309,benign
0.62154,2124.5266,1938.5465,0.40916,0.047907,0.9902,0.34026,0.97605,0.021527,0.016021,0.012411,0.012826,0.010114,0.0084701,57.228,33.2867,25.332,benign
0.069714,5034.3116,3305.9882,0.75416,0.03632,0.99047,0.21186,0.98184,0.01413,0.012079,0.011166,0.011169,0.010684,0.010694,138.8318,71.779,69.3673,benign
0.12654,364.9994,40.9642,0.99368,0.036854,0.9906,0.22043,0.9816,0.020671,0.011166,0.0090879,0.0067288,0.0078219,0.0084953,105.2873,80.0431,67.0472,benign
0.42005,72.781,32.1552,0.89711,0.043747,0.98433,0.49238,0.97813,0.014561,0.014175,0.014733,0.013075,0.014182,0.014156,89.0535,45.2634,36.3609,benign
0.061833,4679.0752,1265.3493,0.96274,0.050344,0.9922,0.18307,0.97483,0.014445,0.011988,0.010745,0.010853,0.010091,0.010087,77.9608,62.3095,55.2111,benign
0.65129,3120.0224,2407.3573,0.63613,0.044484,0.99384,0.34177,0.97777,0.017858,0.016496,0.015592,0.013679,0.013174,0.011491,82.0138,51.136,41.308,benign
0.71954,729.0588,21.3531,0.99957,0.03789,0.98423,0.28565,0.98106,0.0066421,0.0043753,0.0038594,0.002156,0.002855,0.0034292,158.5601,76.5199,63.2268,benign
0.86583,1982.8731,1346.1027,0.73426,0.057045,0.98242,0.35659,0.97148,0.022184,0.01887,0.016454,0.016732,0.014726,0.01351,70.7984,43.2353,47.5938,benign
0.23084,5621.605,2657.8933,0.88117,0.041697,0.98866,0.24989,0.97915,0.0060913,0.0059852,0.0062246,0.0054292,0.0058029,0.0056163,151.6447,61.7848,39.9461,benign
0.2282,274.8408,233.5579,0.52712,0.029844,0.98636,0.25783,0.98508,0.0058622,0.0046562,0.0044857,0.0049448,0.00471,0.0050818,174.2374,84.7944,57.2766,benign
0.76902,2376.4397,2078.2089,0.48502,0.029215,0.99029,0.40773,0.9854,0.010906,0.0077423,0.0059253,0.0059254,0.0046933,0.0040019,71.5116,38.3023,24.5389,benign
0.61878,71.7618,34.506,0.87681,0.038666,0.98495,0.36306,0.98067,0.024651,0.017005,0.012048,0.012378,0.0088799,0.0067633,47.3109,33.6054,27.2313,benign
0.24327,2083.6013,137.1456,0.99783,0.056293,0.9931,0.19475,0.97187,0.009909,0.010861,0.0131,0.010572,0.013296,0.01402,107.4359,74.0314,58.0443,benign
0.34398,45.8107,30.7307,0.74162,0.048182,0.98467,0.29568,0.97592,0.005987,0.0058281,0.0061415,0.0054485,0.0058424,0.0058321,153.3958,63.6873,40.4501,benign
0.095367,1468.3937,109.1435,0.99723,0.033351,0.98623,0.30421,0.98333,0.010944,0.0091946,0.0080567,0.0074671,0.0067646,0.0060597,150.1349,69.3043,50.9278,benign
0.13884,527.6638,35.1166,0.99778,0.031842,0.98892,0.33199,0.98409,0.0085117,0.0082327,0.0082228,0.0078642,0.0079984,0.0080131,144.6409,71.1319,48.8154,malignant
0.5895,99.7027,21.1312,0.97728,0.025199,0.99182,0.44625,0.9874,0.019345,0.0094515,0.0050038,0.0061885,0.003466,0.0026207,98.9031,27.5978,19.7478,benign
0.58176,3082.455,2280.9437,0.67263,0.076498,0.99013,0.29631,0.96178,0.015168,0.017564,0.02113,0.013749,0.016893,0.013952,122.0038,58.7396,43.1556,benign
